address;source_location;insn;indent
0x1234;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:39;MOV	%EAX,0x58(%RSP);
0x1238;/usr/include/stdlib.h:364;CALL	1130 <.plt.sec@start+0x50>;
0x123d;/usr/include/stdlib.h:364;LEA	0x70(%RSP),%RCX;
0x1242;/usr/include/stdlib.h:364;MOV	$-0x8,%RDX;
0x1249;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:13;MOVQ	$0,0x8(%RSP);
0x1252;/usr/include/stdlib.h:364;MOV	%RAX,0x60(%RSP);
0x1257;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:40;MOV	%EAX,0x10(%RSP);
0x125b;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:52;MOV	%R15D,%EAX;
0x125e;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:52;IMUL	%R15D,%EAX;
0x1262;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:52;MOV	%RCX,0x48(%RSP);
0x1267;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:52;MOV	%EAX,0x5c(%RSP);
0x126b;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:52;SAL	$0x3,%RAX;
0x126f;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:52;MOV	%RAX,0x50(%RSP);
0x1274;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:13;MOVSXD	%R15D,%RAX;
0x1277;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:13;SAL	$0x3,%RAX;
0x127b;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:13;MOV	%RAX,0x20(%RSP);
0x1280;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:13;LEA	-0x1(%R15),%EAX;
0x1284;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:13;SAL	$0x3,%RAX;
0x1288;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:13;SUB	%RAX,%RDX;
0x128b;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:13;LEA	0x8(%RAX),%RCX;
0x128f;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:46;CMPQ	$0,0x8(%RSP);
0x1295;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:46;MOV	%RCX,0x28(%RSP);
0x129a;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:46;MOV	%RDX,0x30(%RSP);
0x129f;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:46;JE	1473 <main+0x2f3>;
0x12a5;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:46;MOV	0x8(%RSP),%EAX;      (3) 
0x12a9;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;MOV	0x10(%RSP),%R9D;      (3) 
0x12ae;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;MOV	$0x1,%R8D;      (3) 
0x12b4;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;MOV	$0x1f,%ECX;      (3) 
0x12b9;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;LEA	0xdf8(%RIP),%RSI;      (3) 
0x12c0;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;MOV	$0x1,%EDI;      (3) 
0x12c5;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:46;ADD	$0x1,%EAX;      (3) 
0x12c8;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;MOV	%EAX,%EDX;      (3) 
0x12ca;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:46;MOV	%EAX,0x14(%RSP);      (3) 
0x12ce;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;XOR	%EAX,%EAX;      (3) 
0x12d0;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;CALL	1150 <.plt.sec@start+0x70>;      (3) 
0x12d5;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:52;MOV	0x50(%RSP),%RBX;      (3) 
0x12da;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:52;MOV	%RBX,%RDI;      (3) 
0x12dd;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:52;CALL	1140 <.plt.sec@start+0x60>;      (3) 
0x12e2;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:53;MOV	%RBX,%RDI;      (3) 
0x12e5;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:52;MOV	%RAX,%R13;      (3) 
0x12e8;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:53;CALL	1140 <.plt.sec@start+0x60>;      (3) 
0x12ed;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:56;XOR	%EDI,%EDI;      (3) 
0x12ef;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:53;MOV	%RAX,%R14;      (3) 
0x12f2;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:56;CALL	1120 <.plt.sec@start+0x40>;      (3) 
0x12f7;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;MOV	0x1c(%RSP),%EAX;      (3) 
0x12fb;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;TEST	%EAX,%EAX;      (3) 
0x12fd;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;JLE	13e6 <main+0x266>;      (3) 
0x1303;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;MOV	0x28(%RSP),%RAX;  (5) 
0x1308;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;MOV	%R14,0x40(%RSP);  (5) 
0x130d;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;XOR	%R12D,%R12D;  (5) 
0x1310;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;MOV	0x20(%RSP),%RBP;  (5) 
0x1315;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;MOV	0x30(%RSP),%R15;  (5) 
0x131a;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;MOV	%R13,0x38(%RSP);  (5) 
0x131f;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;LEA	(%R13,%RAX,1),%RBX;  (5) 
0x1324;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;MOV	0x1c(%RSP),%R13D;  (5) 
0x1329;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;NOPL	(%RAX);  (5) 
0x1330;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;LEA	(%RBX,%R15,1),%R14;    (9) 
0x1334;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;NOPL	(%RAX);    (9) 
0x1338;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:18;CALL	1170 <.plt.sec@start+0x90>;      (0) 
0x133d;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:18;PXOR	%XMM0,%XMM0;      (0) 
0x1341;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:17;ADD	$0x8,%R14;      (0) 
0x1345;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:18;CVTSI2SD	%EAX,%XMM0;      (0) 
0x1349;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:18;DIVSD	0xe07(%RIP),%XMM0;      (0) 
0x1351;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:18;MOVSD	%XMM0,-0x8(%R14);      (0) 
0x1357;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:17;CMP	%RBX,%R14;      (0) 
0x135a;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:17;JNE	1338 <main+0x1b8>;      (0) 
0x135c;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;LEA	0x1(%R12),%EAX;    (9) 
0x1361;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;LEA	(%R14,%RBP,1),%RBX;    (9) 
0x1365;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;CMP	%EAX,%R13D;    (9) 
0x1368;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;JE	1370 <main+0x1f0>;    (9) 
0x136a;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;MOV	%EAX,%R12D;    (9) 
0x136d;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;JMP	1330 <main+0x1b0>;    (9) 
0x136f;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;NOP;
0x1370;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;MOV	0x40(%RSP),%R14;  (5) 
0x1375;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;MOV	0x28(%RSP),%RAX;  (5) 
0x137a;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;XOR	%EBP,%EBP;  (5) 
0x137c;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;MOV	0x20(%RSP),%R13;  (5) 
0x1381;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;MOV	0x30(%RSP),%R15;  (5) 
0x1386;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;LEA	(%R14,%RAX,1),%RBX;  (5) 
0x138a;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;NOPW	(%RAX,%RAX,1);  (5) 
0x1390;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:17;LEA	(%RBX,%R15,1),%R14;    (8) 
0x1394;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:17;NOPL	(%RAX);    (8) 
0x1398;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:18;CALL	1170 <.plt.sec@start+0x90>;      (1) 
0x139d;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:18;PXOR	%XMM0,%XMM0;      (1) 
0x13a1;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:17;ADD	$0x8,%R14;      (1) 
0x13a5;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:18;CVTSI2SD	%EAX,%XMM0;      (1) 
0x13a9;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:18;DIVSD	0xda7(%RIP),%XMM0;      (1) 
0x13b1;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:18;MOVSD	%XMM0,-0x8(%R14);      (1) 
0x13b7;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:17;CMP	%RBX,%R14;      (1) 
0x13ba;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:17;JNE	1398 <main+0x218>;      (1) 
0x13bc;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;LEA	0x1(%RBP),%EAX;    (8) 
0x13bf;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;ADD	%R13,%RBX;    (8) 
0x13c2;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;CMP	%EBP,%R12D;    (8) 
0x13c5;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;JE	13d0 <main+0x250>;    (8) 
0x13c7;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;MOV	%EAX,%EBP;    (8) 
0x13c9;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;JMP	1390 <main+0x210>;    (8) 
0x13cb;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;NOPL	(%RAX,%RAX,1);
0x13d0;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:61;CMPQ	$0,0x8(%RSP);  (5) 
0x13d6;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:61;MOV	0x38(%RSP),%R13;  (5) 
0x13db;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:61;MOV	0x40(%RSP),%R14;  (5) 
0x13e0;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:61;JE	14d0 <main+0x350>;  (5) 
0x13e6;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:65;MOV	0x18(%RSP),%EDI;      (3) 
0x13ea;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:65;MOV	%R13,%RSI;      (3) 
0x13ed;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:65;MOV	%R14,%RDX;      (3) 
0x13f0;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:65;CALL	1810 <kernel>;      (3) 
0x13f5;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:69;XOR	%EAX,%EAX;      (3) 
0x13f7;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:69;CALL	1910 <rdtsc>;      (3) 
0x13fc;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:70;MOV	0x10(%RSP),%ESI;      (3) 
0x1400;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:69;MOV	%RAX,%RBX;      (3) 
0x1403;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:70;TEST	%ESI,%ESI;      (3) 
0x1405;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:70;JE	142e <main+0x2ae>;      (3) 
0x1407;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:70;MOV	0x18(%RSP),%R12D;    (4) 
0x140c;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:70;MOV	0x10(%RSP),%R15D;    (4) 
0x1411;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:70;XOR	%EBP,%EBP;    (4) 
0x1413;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:70;NOPL	(%RAX,%RAX,1);    (4) 
0x1418;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:71;MOV	%R14,%RDX;      (2) 
0x141b;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:71;MOV	%R13,%RSI;      (2) 
0x141e;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:71;MOV	%R12D,%EDI;      (2) 
0x1421;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:70;ADD	$0x1,%EBP;      (2) 
0x1424;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:71;CALL	1810 <kernel>;      (2) 
0x1429;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:70;CMP	%EBP,%R15D;      (2) 
0x142c;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:70;JA	1418 <main+0x298>;      (2) 
0x142e;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:73;XOR	%EAX,%EAX;      (3) 
0x1430;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:73;CALL	1910 <rdtsc>;      (3) 
0x1435;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:74;MOV	0x48(%RSP),%RCX;      (3) 
0x143a;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:74;MOV	0x8(%RSP),%RSI;      (3) 
0x143f;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:77;MOV	%R13,%RDI;      (3) 
0x1442;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:74;SUB	%RBX,%RAX;      (3) 
0x1445;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:74;MOV	%RAX,(%RCX,%RSI,8);      (3) 
0x1449;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:77;CALL	10e0 <.plt.sec@start>;      (3) 
0x144e;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:78;MOV	%R14,%RDI;      (3) 
0x1451;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:78;CALL	10e0 <.plt.sec@start>;      (3) 
0x1456;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:45;CMPL	$0x1f,0x14(%RSP);      (3) 
0x145b;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:45;JE	1532 <main+0x3b2>;      (3) 
0x1461;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:46;ADDQ	$0x1,0x8(%RSP);      (3) 
0x1467;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:46;CMPQ	$0,0x8(%RSP);      (3) 
0x146d;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:46;JNE	12a5 <main+0x125>;      (3) 
0x1473;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;MOV	0x10(%RSP),%R9D;(6) 
0x1478;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;MOV	0x58(%RSP),%R8D;(6) 
0x147d;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;XOR	%EAX,%EAX;(6) 
0x147f;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;MOV	$0x1,%EDX;(6) 
0x1484;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;MOV	$0x1f,%ECX;(6) 
0x1489;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;LEA	0xc28(%RIP),%RSI;(6) 
0x1490;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;MOV	$0x1,%EDI;(6) 
0x1495;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;CALL	1150 <.plt.sec@start+0x70>;(6) 
0x149a;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:52;MOV	0x50(%RSP),%RBX;(6) 
0x149f;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:52;MOV	%RBX,%RDI;(6) 
0x14a2;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:52;CALL	1140 <.plt.sec@start+0x60>;(6) 
0x14a7;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:53;MOV	%RBX,%RDI;(6) 
0x14aa;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:52;MOV	%RAX,%R13;(6) 
0x14ad;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:53;CALL	1140 <.plt.sec@start+0x60>;(6) 
0x14b2;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:56;XOR	%EDI,%EDI;(6) 
0x14b4;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:53;MOV	%RAX,%R14;(6) 
0x14b7;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:56;CALL	1120 <.plt.sec@start+0x40>;(6) 
0x14bc;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;MOV	0x1c(%RSP),%EDX;(6) 
0x14c0;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:46;MOVL	$0x1,0x14(%RSP);(6) 
0x14c8;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;TEST	%EDX,%EDX;(6) 
0x14ca;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:16;JG	1303 <main+0x183>;(6) 
0x14d0;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:62;MOV	0x58(%RSP),%R12D;  (5) 
0x14d5;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:62;TEST	%R12D,%R12D;  (5) 
0x14d8;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:62;JE	14f5 <main+0x375>;  (5) 
0x14da;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:62;MOV	0x18(%RSP),%EBP;  (5) 
0x14de;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:62;XOR	%EBX,%EBX;  (5) 
0x14e0;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:63;MOV	%R14,%RDX;    (7) 
0x14e3;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:63;MOV	%R13,%RSI;    (7) 
0x14e6;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:63;MOV	%EBP,%EDI;    (7) 
0x14e8;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:62;ADD	$0x1,%EBX;    (7) 
0x14eb;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:63;CALL	1810 <kernel>;    (7) 
0x14f0;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:62;CMP	%EBX,%R12D;    (7) 
